id,pub,doi,exp_location,lat,long,unique_exp,exp,trial,type,feedback_manip,type_manip,conditioning_phase_source,inoculum_source,feedback_duration,focal_family,focal_sp,focal_func,focal_anatomical_group,focal_life_cycle,growth_response,N,nCnF,nCnF_sd,yCnF,yCnF_sd,nCyF,nCyF_sd,yCyF,yCyF_sd,vi_nCnF,vi_yCnF,vi_nCyF,vi_yCyF,RII_CSD,RII_CSD_Vi,RII_PSF,RII_PSF_Vi,RII_Int,RII_Int_Vi,
846,"Zhao, N., et al. (2018). Competition alters plant–soil feedbacks of two species in the Inner Mongolia Steppe, China. Plant and Soil, 429, 425-436.",10.1007/s11104-018-3703-9,gh,44.25,116.38,299,2,3,stress,own_foreign,fertilization,planted focal species in inoculum of collected soil; then used this conditioned soil in feedback phase,conditioned_in_gh,6,Poaceae,Stipa krylovii,grass,monocot,,total biomass,8,0.040000,0.005657,0.042000,0.005657,0.017000,0.001322,0.020000,0.002828,0.002500,0.002268,0.000756,0.002500,0.024390,0.004768,-0.403509,0.003256,0.048670,0.008023,
784,"Senior, J. K., et al. (2018). Forest fire may disrupt plant–microbial feedbacks. Plant ecology, 1-8.",10.1007/s11258-018-0811-9,gh,-42.93666667,147.8866667,264,1,1,disturbance,own_foreign,fire,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Myrtaceae,Eucalyptus globulus,tree,dicot,perennial,total biomass,20,0.487118,0.308595,0.217521,0.145585,0.385158,0.411889,0.472150,0.269608,0.020067,0.022398,0.057181,0.016303,-0.382604,0.042465,-0.116889,0.077248,0.486094,0.115949,
785,"Senior, J. K., et al. (2018). Forest fire may disrupt plant–microbial feedbacks. Plant ecology, 1-8.",10.1007/s11258-018-0811-9,gh,-42.93666667,147.8866667,265,2,1,disturbance,own_foreign,fire,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Myrtaceae,Eucalyptus obliqua,tree,dicot,perennial,total biomass,20,0.251685,0.249328,0.266211,0.242029,0.152077,0.155120,0.072429,0.055791,0.049068,0.041329,0.052021,0.029667,0.028048,0.090397,-0.246699,0.101089,-0.325539,0.172085,
600,"Chen, T., et al. (2017). The effects of different intensities of long-term grazing on the direction and strength of plant–soil feedback in a semiarid grassland of Northwest China. Plant and soil, 413, 303-317.",10.1007/s11104-016-3103-y,gh,37.12,107.82,204,1,1,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Lespedeza davurica,forb,dicot,perennial,biomass,3,0.762000,0.145492,0.806000,0.177535,0.956000,0.128172,1.102000,0.198320,0.012152,0.016173,0.005992,0.010796,0.028061,0.028325,0.112922,0.018144,0.042214,0.045112,
601,"Chen, T., et al. (2017). The effects of different intensities of long-term grazing on the direction and strength of plant–soil feedback in a semiarid grassland of Northwest China. Plant and soil, 413, 303-317.",10.1007/s11104-016-3103-y,gh,37.12,106.82,204,1,2,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Lespedeza davurica,forb,dicot,perennial,biomass,3,0.762000,0.145492,0.773000,0.202650,0.956000,0.128172,1.055000,0.157617,0.012152,0.022909,0.005992,0.007440,0.007166,0.035061,0.112922,0.018144,0.041345,0.048493,
602,"Chen, T., et al. (2017). The effects of different intensities of long-term grazing on the direction and strength of plant–soil feedback in a semiarid grassland of Northwest China. Plant and soil, 413, 303-317.",10.1007/s11104-016-3103-y,gh,37.12,109.82,204,1,3,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Lespedeza davurica,forb,dicot,perennial,biomass,3,0.762000,0.145492,0.907000,0.174937,0.956000,0.128172,1.165000,0.112583,0.012152,0.012400,0.005992,0.003113,0.086878,0.024552,0.112922,0.018144,0.011595,0.033657,
603,"Chen, T., et al. (2017). The effects of different intensities of long-term grazing on the direction and strength of plant–soil feedback in a semiarid grassland of Northwest China. Plant and soil, 413, 303-317.",10.1007/s11104-016-3103-y,gh,37.12,108.82,205,2,1,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Poaceae,Stipa bungeana,grass,monocot,perennial,biomass,3,0.645000,0.092665,0.713000,0.135966,0.681000,0.188794,0.863000,0.174937,0.006880,0.012122,0.025619,0.013697,0.050074,0.019002,0.027149,0.032499,0.068028,0.058317,
604,"Chen, T., et al. (2017). The effects of different intensities of long-term grazing on the direction and strength of plant–soil feedback in a semiarid grassland of Northwest China. Plant and soil, 413, 303-317.",10.1007/s11104-016-3103-y,gh,37.12,113.82,205,2,2,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Poaceae,Stipa bungeana,grass,monocot,perennial,biomass,3,0.645000,0.092665,1.027000,0.130770,0.681000,0.188794,1.110000,0.253745,0.006880,0.005404,0.025619,0.017419,0.228469,0.012284,0.027149,0.032499,0.011690,0.055323,
605,"Chen, T., et al. (2017). The effects of different intensities of long-term grazing on the direction and strength of plant–soil feedback in a semiarid grassland of Northwest China. Plant and soil, 413, 303-317.",10.1007/s11104-016-3103-y,gh,37.12,114.82,205,2,3,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Poaceae,Stipa bungeana,grass,monocot,perennial,biomass,3,0.645000,0.092665,1.702000,0.103923,0.681000,0.188794,1.248000,0.156751,0.006880,0.001243,0.025619,0.005259,0.450362,0.008123,0.027149,0.032499,-0.181048,0.039000,
606,"Chen, T., et al. (2017). The effects of different intensities of long-term grazing on the direction and strength of plant–soil feedback in a semiarid grassland of Northwest China. Plant and soil, 413, 303-317.",10.1007/s11104-016-3103-y,gh,37.12,111.82,206,3,1,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Asteraceae,Artemisia capillaris,shrub,dicot,perennial,biomass,3,0.507000,0.044167,0.572000,0.186195,0.360000,0.113449,0.651000,0.289252,0.002530,0.035320,0.033104,0.065807,0.060241,0.037850,-0.169550,0.035633,0.234145,0.136761,
607,"Chen, T., et al. (2017). The effects of different intensities of long-term grazing on the direction and strength of plant–soil feedback in a semiarid grassland of Northwest China. Plant and soil, 413, 303-317.",10.1007/s11104-016-3103-y,gh,37.12,112.82,206,3,2,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Asteraceae,Artemisia capillaris,shrub,dicot,perennial,biomass,3,0.507000,0.044167,0.650000,0.065818,0.360000,0.113449,0.729000,0.103057,0.002530,0.003418,0.033104,0.006662,0.123596,0.005947,-0.169550,0.035633,0.226838,0.045713,
608,"Chen, T., et al. (2017). The effects of different intensities of long-term grazing on the direction and strength of plant–soil feedback in a semiarid grassland of Northwest China. Plant and soil, 413, 303-317.",10.1007/s11104-016-3103-y,gh,37.12,110.82,206,3,3,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Asteraceae,Artemisia capillaris,shrub,dicot,perennial,biomass,3,0.507000,0.044167,0.566000,0.100459,0.360000,0.113449,0.598000,0.113449,0.002530,0.010501,0.033104,0.011997,0.054986,0.013030,-0.169550,0.035633,0.197042,0.058131,
609,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,207,1,1,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Asteraceae,Artemisia capillaris,shrub,dicot,perennial,total biomass,3,0.480000,0.069282,0.750000,0.207846,0.470000,0.155885,0.780000,0.207846,0.006944,0.025600,0.036668,0.023669,0.219512,0.032544,-0.010526,0.043613,0.030134,0.092881,
610,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,207,1,2,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Asteraceae,Artemisia capillaris,shrub,dicot,perennial,total biomass,3,0.480000,0.069282,1.090000,0.155885,0.470000,0.155885,1.190000,0.138564,0.006944,0.006818,0.036668,0.004519,0.388535,0.013762,-0.010526,0.043613,0.054386,0.054950,
611,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,207,1,3,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Asteraceae,Artemisia capillaris,shrub,dicot,perennial,total biomass,3,0.480000,0.069282,1.400000,0.242487,0.470000,0.155885,1.440000,0.207846,0.006944,0.010000,0.036668,0.006944,0.489362,0.016944,-0.010526,0.043613,0.024611,0.060557,
612,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,208,2,1,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Phrymaceae,Dodartia orientalis,forb,dicot,perennial,total biomass,3,0.010000,0.017321,0.040000,0.346410,0.110000,0.034641,0.120000,0.051962,1.000000,25.000000,0.033058,0.062500,0.600000,26.000000,0.833333,1.033058,-0.333333,26.095558,
613,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,208,2,2,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Phrymaceae,Dodartia orientalis,forb,dicot,perennial,total biomass,3,0.010000,0.017321,0.040000,0.017321,0.110000,0.034641,0.150000,0.086603,1.000000,0.062500,0.033058,0.111111,0.600000,1.062500,0.833333,1.033058,-0.254386,1.206669,
614,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,208,2,3,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Phrymaceae,Dodartia orientalis,forb,dicot,perennial,total biomass,3,0.010000,0.017321,0.040000,0.034641,0.110000,0.034641,0.140000,0.034641,1.000000,0.250000,0.033058,0.020408,0.600000,1.250000,0.833333,1.033058,-0.277778,1.303466,
615,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,209,3,1,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Lespedeza davurica,forb,dicot,perennial,total biomass,3,0.240000,0.086603,0.510000,0.121244,0.490000,0.207846,0.730000,0.173205,0.043403,0.018839,0.059975,0.018765,0.360000,0.062242,0.342466,0.103378,-0.165046,0.140982,
616,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,209,3,2,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Lespedeza davurica,forb,dicot,perennial,total biomass,3,0.240000,0.086603,0.680000,0.173205,0.490000,0.207846,0.960000,0.225167,0.043403,0.021626,0.059975,0.018338,0.478261,0.065029,0.342466,0.103378,-0.171734,0.143342,
617,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,209,3,3,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Lespedeza davurica,forb,dicot,perennial,total biomass,3,0.240000,0.086603,0.840000,0.103923,0.490000,0.207846,1.160000,0.190526,0.043403,0.005102,0.059975,0.008992,0.555556,0.048505,0.342466,0.103378,-0.182466,0.117472,
618,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,210,4,1,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Oxytropis racemosa,forb,dicot,perennial,total biomass,3,0.050000,0.017321,0.050000,0.017321,0.090000,0.034641,0.100000,0.017321,0.040000,0.040000,0.049383,0.010000,0.000000,0.080000,0.285714,0.089383,0.047619,0.139383,
619,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,210,4,2,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Oxytropis racemosa,forb,dicot,perennial,total biomass,3,0.050000,0.017321,0.060000,0.017321,0.090000,0.034641,0.110000,0.034641,0.040000,0.027778,0.049383,0.033058,0.090909,0.067778,0.285714,0.089383,0.008403,0.150218,
620,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,210,4,3,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Oxytropis racemosa,forb,dicot,perennial,total biomass,3,0.050000,0.017321,0.070000,0.017321,0.090000,0.034641,0.130000,0.034641,0.040000,0.020408,0.049383,0.023669,0.166667,0.060408,0.285714,0.089383,0.014286,0.133460,
621,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,211,5,1,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Poaceae,Stipa bungeana,grass,monocot,perennial,total biomass,3,0.550000,0.069282,0.660000,0.155885,0.600000,0.190526,0.680000,0.225167,0.005289,0.018595,0.033611,0.036548,0.090909,0.023884,0.043478,0.038900,-0.028553,0.094044,
622,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,211,5,2,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Poaceae,Stipa bungeana,grass,monocot,perennial,total biomass,3,0.550000,0.069282,0.780000,0.155885,0.600000,0.190526,0.830000,0.051962,0.005289,0.013314,0.033611,0.001306,0.172932,0.018603,0.043478,0.038900,-0.012422,0.053520,
623,"Chen, T., et al. (2018). Effects of interspecific competition on plant-soil feedbacks generated by long-term grazing. Soil Biology and Biochemistry, 126, 133-143.",10.1016/j.soilbio.2018.08.029,gh,37.12,110.82,211,5,3,stress,live_sterile,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Poaceae,Stipa bungeana,grass,monocot,perennial,total biomass,3,0.550000,0.069282,0.960000,0.207846,0.600000,0.190526,0.970000,0.138564,0.005289,0.015625,0.033611,0.006802,0.271523,0.020914,0.043478,0.038900,-0.038297,0.061327,
644,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,226,1,1,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Anthoxanthum odoratum,grass,monocot,perennial,root biomass,10,0.695000,0.254563,0.386000,0.151789,0.774000,0.317809,0.867000,0.279862,0.013416,0.015464,0.016860,0.010420,-0.285846,0.028879,0.053778,0.030276,0.330101,0.056159,
645,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,226,1,2,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Anthoxanthum odoratum,grass,monocot,perennial,root biomass,10,0.695000,0.254563,0.386000,0.151789,0.922000,0.199223,1.005000,0.257726,0.013416,0.015464,0.004669,0.006576,-0.285846,0.028879,0.140383,0.018085,0.304620,0.040125,
646,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,226,1,3,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Anthoxanthum odoratum,grass,monocot,perennial,shoot biomass,10,0.498000,0.229265,0.752000,0.320971,0.576000,0.219778,0.975000,0.384217,0.021194,0.018218,0.014559,0.015529,0.203200,0.039412,0.072626,0.035753,0.056500,0.069500,
647,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,226,1,4,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Anthoxanthum odoratum,grass,monocot,perennial,shoot biomass,10,0.498000,0.229265,0.752000,0.320971,0.668000,0.232427,1.096000,0.199223,0.021194,0.018218,0.012107,0.003304,0.203200,0.039412,0.145798,0.033301,0.040350,0.054823,
648,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,227,2,1,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Arrhenatherum elatius,grass,monocot,perennial,shoot biomass,10,0.853000,0.369986,0.747000,0.390541,0.946000,0.369986,1.020000,0.428489,0.018814,0.027333,0.015296,0.017647,-0.066250,0.046147,0.051695,0.034110,0.102804,0.079091,
649,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,227,2,2,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Arrhenatherum elatius,grass,monocot,perennial,shoot biomass,10,0.853000,0.369986,0.747000,0.390541,0.800000,0.450625,0.856000,0.330458,0.018814,0.027333,0.031729,0.014903,-0.066250,0.046147,-0.032063,0.050542,0.100060,0.092779,
650,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,227,2,3,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Arrhenatherum elatius,grass,monocot,perennial,root biomass,10,0.527000,0.235590,0.642000,0.425326,0.640000,0.241914,0.754000,0.357337,0.019984,0.043891,0.014288,0.022460,0.098375,0.063875,0.096829,0.034272,-0.016600,0.100623,
651,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,227,2,4,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Arrhenatherum elatius,grass,monocot,perennial,root biomass,10,0.527000,0.235590,0.642000,0.425326,0.620000,0.281443,0.634000,0.286186,0.019984,0.043891,0.020606,0.020376,0.098375,0.063875,0.081081,0.040591,-0.087351,0.104857,
652,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,228,3,1,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Holcus lanatus,grass,monocot,perennial,shoot biomass,10,1.992000,1.576395,0.508000,0.322552,1.200000,0.580278,1.456000,0.539168,0.062626,0.040316,0.023384,0.013713,-0.593600,0.102941,-0.248120,0.086009,0.730809,0.140037,
653,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,228,3,2,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Holcus lanatus,grass,monocot,perennial,shoot biomass,10,1.992000,1.576395,0.508000,0.322552,1.144000,0.626131,1.055000,3.336203,0.062626,0.040316,0.029956,1.000000,-0.593600,0.102941,-0.270408,0.092581,0.620376,1.132897,
654,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,228,3,3,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Holcus lanatus,grass,monocot,perennial,root biomass,10,0.736000,0.366824,1.070000,0.434813,0.710000,0.344688,1.298000,0.706769,0.024841,0.016513,0.023569,0.029649,0.184939,0.041354,-0.017981,0.048409,0.114264,0.094571,
655,"Heinze, J. & Joshi, J. (2018). Plant–soil feedback effects can be masked by aboveground herbivory under natural field conditions. Oecologia, 186, 235-246.",10.1007/s00442-017-3997-y,field,52.4083,13.0205,228,3,4,stress,own_foreign,grazing/herbivory,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,15,Poaceae,Holcus lanatus,grass,monocot,perennial,root biomass,10,0.736000,0.366824,1.070000,0.434813,0.592000,0.374730,1.066000,0.673565,0.024841,0.016513,0.040068,0.039925,0.184939,0.041354,-0.108434,0.064908,0.106561,0.121347,
847,"Zhu, F., et al. (2018). Species-specific plant–soil feedbacks alter herbivore-induced gene expression and defense chemistry in Plantago lanceolata. Oecologia, 188, 801-811.",10.1007/s00442-018-4245-9,gh,52.05,5.73333333,300,1,1,stress,own_foreign,grazing/herbivory,planted focal species in inoculum of grassland soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,4,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,biomass,5,3.290000,0.424853,2.870000,0.983870,3.582000,1.588395,3.860000,17.800983,0.003335,0.023504,0.039327,4.253470,-0.068182,0.026839,0.042491,0.042663,0.104611,4.319637,
848,"Zhu, F., et al. (2018). Species-specific plant–soil feedbacks alter herbivore-induced gene expression and defense chemistry in Plantago lanceolata. Oecologia, 188, 801-811.",10.1007/s00442-018-4245-9,gh,52.05,5.73333333,300,1,2,stress,own_foreign,grazing/herbivory,planted focal species in inoculum of grassland soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,4,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,biomass,5,3.290000,0.424853,2.870000,0.983870,3.450000,1.287148,3.450000,1.451465,0.003335,0.023504,0.027839,0.035400,-0.068182,0.026839,0.023739,0.031174,0.068033,0.090078,
849,"Zhu, F., et al. (2018). Species-specific plant–soil feedbacks alter herbivore-induced gene expression and defense chemistry in Plantago lanceolata. Oecologia, 188, 801-811.",10.1007/s00442-018-4245-9,gh,52.05,5.73333333,300,1,3,stress,own_foreign,grazing/herbivory,planted focal species in inoculum of grassland soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,4,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,biomass,5,0.109000,0.020125,0.150000,0.053666,0.135000,0.100781,0.171000,0.147885,0.006818,0.025600,0.111460,0.149584,0.158301,0.032418,0.106557,0.118278,-0.041137,0.293462,
850,"Zhu, F., et al. (2018). Species-specific plant–soil feedbacks alter herbivore-induced gene expression and defense chemistry in Plantago lanceolata. Oecologia, 188, 801-811.",10.1007/s00442-018-4245-9,gh,52.05,5.73333333,300,1,4,stress,own_foreign,grazing/herbivory,planted focal species in inoculum of grassland soil; then used soil conditioned from focal species in feedback exp,conditioned_in_gh,4,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,biomass,5,0.109000,0.020125,0.150000,0.044721,0.170000,0.104067,0.163000,0.093113,0.006818,0.017778,0.074948,0.065264,0.158301,0.024595,0.218638,0.081766,-0.177104,0.164808,
717,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,241,1,1,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Aceraceae,Acer rubrum,tree,dicot,perennial,biomass,30,341.900000,256.487519,12.344000,7.470936,397.747000,311.147492,14.400000,8.434927,0.018759,0.012210,0.020398,0.011437,-0.930308,0.030969,0.075505,0.039158,0.001372,0.062805,
718,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,241,1,2,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Aceraceae,Acer rubrum,tree,dicot,perennial,biomass,30,341.900000,256.487519,12.344000,7.470936,354.821000,291.267902,12.744000,7.514753,0.018759,0.012210,0.022462,0.011590,-0.930308,0.030969,0.018545,0.041221,-0.002602,0.065021,
719,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,241,1,3,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Aceraceae,Acer rubrum,tree,dicot,perennial,biomass,30,341.900000,256.487519,12.344000,7.470936,402.843000,324.676239,14.540000,8.566381,0.018759,0.012210,0.021653,0.011570,-0.930308,0.030969,0.081831,0.040412,-0.000147,0.064192,
720,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,242,2,1,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Aceraceae,Acer saccharum,tree,dicot,perennial,biomass,30,871.465000,659.315551,85.603000,48.109211,741.476000,819.286140,89.618000,53.597391,0.019079,0.010528,0.040696,0.011923,-0.821114,0.029608,-0.080591,0.059776,0.103505,0.082227,
